addressPackSERP,adsPositions,adsTraffic,adsTrafficCost,adwordsBottomSERP,adwordsMiddleSERP,adwordsTopSERP,aiOverviewPos,aiOverviewSERP,ampPos,ampSERP,applicationListPos,applicationListSERP,applicationPos,applicationSERP,buyingGuidePos,buyingGuideSERP,carouselSERP,Database,datasetsPos,datasetsSERP,date,discussionsAndForumsPos,discussionsAndForumsSERP,Domain,eventsSERP,exploreBrandsPos,exploreBrandsSERP,faqPos,faqSERP,featuredImagesSERP,featuredSnippetPos,featuredSnippetSERP,featuredVideoPos,featuredVideoSERP,findResultsOnPos,findResultsOnSERP,flightsSERP,hotelsPackSERP,imagePos,imageSERP,imagesPos,imagesSERP,indentedPos,indentedSERP,instantAnswerSERP,jobsPos,jobsSERP,knowledgeGraphPos,knowledgeGraphSERP,localPackPos,localPackSERP,newsOrganicPos,newsOrganicSERP,organicCarouselPos,organicCarouselSERP,organicPositions,organicPositionsBranded,organicTraffic,organicTrafficBranded,organicTrafficCost,peopleAlsoAskPos,peopleAlsoAskSERP,peopleAlsoSearchSERP,plaCopies,plaPositions,popularProductsSERP,popularStoresPos,popularStoresSERP,positions,questionsAndAnswersPos,questionsAndAnswersSERP,rank,recipesPos,recipesSERP,refineSERP,relatedProductsSERP,relatedSearchesSERP,relatedTopicsPos,relatedTopicsSERP,reviewPos,reviewSERP,seeResultsAboutSERP,serpFeaturesPositions,serpFeaturesPositionsBranded,serpFeaturesPositionsLost,serpFeaturesPositionsNew,serpFeaturesTraffic,serpFeaturesTrafficBranded,serpFeaturesTrafficCost,shoppingSERP,shortVideosPos,shortVideosSERP,siteLinksPos,siteLinksSERP,thingsToKnowPos,thingsToKnowSERP,topStoriesPos,topStoriesSERP,Traffic,Traffic Cost,tweetPos,tweetSERP,twitterCarouselPos,twitterCarouselSERP,videoPos,videoSERP,videosCarouselPos,videosCarouselSERP,webStoriesPos,webStoriesSERP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,my,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,1066,0,129,0,0,0,0,0,0,0,0,621,0,0,41560,0,0,0,0,0,0,0,0,0,0,6,0,0,0,44,0,8,0,0,0,0,0,0,0,0,0,1110,137,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fr,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,122,0,15,0,0,0,0,0,0,0,0,556,0,0,561757,0,0,0,0,0,0,0,0,0,0,12,0,0,0,122,0,60,0,0,0,0,0,0,0,0,0,244,75,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,qa,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,527,0,20,0,0,0,0,0,0,0,0,532,0,0,9918,0,0,0,0,0,0,0,0,0,0,15,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,554,20,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,id,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,223,0,0,0,0,0,0,0,0,0,0,511,0,0,182781,0,0,0,0,0,0,0,0,0,0,28,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ph,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,277,0,97,0,0,0,0,0,0,0,0,438,0,0,139564,0,0,0,0,0,0,0,0,0,0,18,0,0,0,74,0,22,0,0,0,0,0,0,0,0,0,351,119,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,es,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,39,0,0,0,0,0,0,0,0,0,0,416,0,0,626806,0,0,0,0,0,0,0,0,0,0,14,0,0,0,76,0,11,0,0,0,0,0,0,0,0,0,115,11,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,se,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,351,0,0,0,0,0,0,0,0,0,0,313,0,0,94445,0,0,0,0,0,0,0,0,0,0,16,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sg,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,130,0,0,0,0,0,0,0,0,0,0,307,0,0,103356,0,0,0,0,0,0,0,0,0,0,15,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,it,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,59,0,0,0,0,0,0,0,0,0,0,303,0,0,700990,0,0,0,0,0,0,0,0,0,0,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,za,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,280,0,278,0,0,0,0,0,0,0,0,277,0,0,80861,0,0,0,0,0,0,0,0,0,0,18,0,0,0,130,0,152,0,0,0,0,0,0,0,0,0,410,430,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tr,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,62,0,0,0,0,0,0,0,0,0,0,233,0,0,396577,0,0,0,0,0,0,0,0,0,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pl,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,1,0,0,0,0,0,0,0,0,0,0,223,0,0,1502759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mu,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,196,0,0,0,0,0,0,0,0,0,0,181,0,0,9131,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kw,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,73,0,0,0,0,0,0,0,0,0,0,179,0,0,33731,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,be,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,67,0,0,0,0,0,0,0,0,0,0,175,0,0,247533,0,0,0,0,0,0,0,0,0,0,5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dk,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,23,0,0,0,0,0,0,0,0,0,0,168,0,0,234357,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,81,0,0,0,0,0,0,0,0,0,0,165,0,0,130141,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile-us,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,2667,0,2468,0,0,0,0,0,0,0,0,149,0,0,286002,0,0,0,0,0,0,0,0,0,0,56,0,0,0,522,0,577,0,0,0,0,0,0,0,0,0,3189,3045,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nz,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,7,0,0,0,0,0,0,0,0,0,0,149,0,0,431137,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bd,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,33,0,15,0,0,0,0,0,0,0,0,140,0,0,97331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,th,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,82,0,0,0,0,0,0,0,0,0,0,131,0,0,164664,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,br,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,7,0,3,0,0,0,0,0,0,0,0,117,0,0,1737943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ru,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,2,0,0,0,0,0,0,0,0,0,0,116,0,0,1939637,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eg,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,83,0,0,0,0,0,0,0,0,0,0,106,0,0,78092,0,0,0,0,0,0,0,0,0,0,6,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bn,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,14,0,0,0,0,0,0,0,0,0,0,96,0,0,25900,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bh,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,182,0,0,0,0,0,0,0,0,0,0,87,0,0,11465,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ng,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,3482,0,397,0,0,0,0,0,0,0,0,86,0,0,6061,0,0,0,0,0,0,0,0,0,0,8,0,0,0,134,0,19,0,0,0,0,0,0,0,0,0,3616,416,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,at,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,4,0,0,0,0,0,0,0,0,0,0,72,0,0,655722,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mx,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,2034440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,et,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,394,0,0,0,0,0,0,0,0,0,0,59,0,0,6824,0,0,0,0,0,0,0,0,0,0,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,om,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,8,0,0,0,0,0,0,0,0,0,0,58,0,0,61273,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ch,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,10,0,0,0,0,0,0,0,0,0,0,56,0,0,335270,0,0,0,0,0,0,0,0,0,0,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ar,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1287276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sn,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,9,0,0,0,0,0,0,0,0,0,0,48,0,0,49795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vn,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,28,0,0,0,0,0,0,0,0,0,0,43,0,0,332320,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fi,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,4,0,10,0,0,0,0,0,0,0,0,42,0,0,419780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,co,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,613850,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mobile-uk,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1939,0,1772,0,0,0,0,0,0,0,0,41,0,0,96575,0,0,0,0,0,0,0,0,0,0,15,0,0,0,565,0,338,0,0,0,0,0,0,0,0,0,2504,2110,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hk,0,0,1772496000,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,891867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,3,0,0,0,0,0,0,0,0,0,0,39,0,0,82380,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ie,0,0,1772409600,0,0,duaandazkar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,6,0,1,0,0,0,0,0,0,0,0,38,0,0,371101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
